player_name,player_id,season,team,poss,mp,raptor_total,war,ws,winner
Gerald Henderson,hendege01,1990,DET,37,19,6.363852678,0.093292528,0.0,true
Scott Hastings,hastisc01,1990,DET,31,16,-1.138018423,0.014181527,0.0,true
Clyde Drexler,drexlcl01,1990,POR,1785,853,5.801418385,3.833883058,2.2,false
Jerome Kersey,kerseje01,1990,POR,1739,831,2.278896337,2.197788402,1.9,false
Terry Porter,portete01,1990,POR,1705,815,4.958787726,3.296261853,2.9,false
Buck Williams,willibu01,1990,POR,1624,776,-0.406071412,0.953815307,1.6,false
Kevin Duckworth,duckwke01,1990,POR,948,453,-4.828391854,-0.496521002,0.1,false
Clifford Robinson,robincl02,1990,POR,818,391,-2.110317664,0.132935015,0.0,false
Danny Young,youngda01,1990,POR,615,294,-0.307432919,0.378968604,0.4,false
Drazen Petrovic,petrodr01,1990,POR,529,253,-3.937264176,-0.159691529,0.1,false
Wayne Cooper,coopewa01,1990,POR,519,248,0.336388856,0.402330971,0.5,false
Mark Bryant,bryanma01,1990,POR,335,160,-5.298417155,-0.216270587,0.1,false
Byron Irvin,irvinby01,1990,POR,98,47,-6.354473187,-0.089444327,-0.1,false
Nate Johnston,johnsna01,1990,POR,40,19,8.755553194,0.116472975,0.1,false
Scottie Pippen,pippesc01,1991,CHI,1307,704,8.134776935,4.032751608,2.9,true
Michael Jordan,jordami01,1991,CHI,1279,689,13.89449748,6.014051706,4.8,true
Horace Grant,grantho01,1991,CHI,1236,666,3.082368478,2.027979092,2.6,true
Bill Cartwright,cartwbi01,1991,CHI,949,511,-0.107639257,0.710480413,1.2,true
John Paxson,paxsojo01,1991,CHI,904,487,0.665573184,0.872112697,1.5,true
B.J. Armstrong,armstbj01,1991,CHI,507,273,3.92347006,0.954077216,1.0,true
Craig Hodges,hodgecr01,1991,CHI,388,209,-1.935198424,0.090507616,0.2,true
Will Perdue,perduwi01,1991,CHI,368,198,-1.206277708,0.162404112,0.5,true
Cliff Levingston,levincl01,1991,CHI,356,192,3.008547379,0.583278643,0.7,true
Stacey King,kingst01,1991,CHI,160,86,-11.34068035,-0.393685587,-0.2,true
Scott Williams,willisc01,1991,CHI,134,72,-3.463461297,-0.027581333,0.2,true
Dennis Hopson,hopsode01,1991,CHI,33,18,-6.956057019,-0.040168553,0.0,true
Magic Johnson,johnsma02,1991,LAL,1596,823,7.846361624,4.55866894,3.3,false
Sam Perkins,perkisa01,1991,LAL,1458,752,2.999082735,2.270584745,2.3,false
James Worthy,worthja01,1991,LAL,1421,733,0.524399131,1.257023712,0.7,false
Byron Scott,scottby01,1991,LAL,1314,678,1.759903562,1.605575502,1.4,false
Vlade Divac,divacvl01,1991,LAL,1181,609,3.682783073,2.060069932,1.7,false
A.C. Green,greenac01,1991,LAL,775,400,-0.688023946,0.432560619,0.7,false
Terry Teagle,teaglte01,1991,LAL,531,274,-5.837096935,-0.446607508,-0.3,false
Elden Campbell,campbel01,1991,LAL,268,138,2.458221655,0.382163607,0.4,false
Larry Drew,drewla01,1991,LAL,225,116,-5.684212317,-0.180980951,0.0,false
Mychal Thompson,thompmy01,1991,LAL,81,42,-6.914215142,-0.093135646,0.0,false
Tony Smith,smithto02,1991,LAL,78,40,-10.67245459,-0.168591181,-0.1,false
Irving Thomas,thomair01,1991,LAL,10,5,-1.175172602,0.004083563,0.0,false
Michael Jordan,jordami01,1992,CHI,1725,920,8.379644672,5.37574127,4.1,true
Scottie Pippen,pippesc01,1992,CHI,1686,899,7.182101954,4.687542431,3.1,true
Horace Grant,grantho01,1992,CHI,1605,856,5.438113275,3.659232007,3.3,true
Bill Cartwright,cartwbi01,1992,CHI,1148,612,-2.003069207,0.241198062,0.6,true
John Paxson,paxsojo01,1992,CHI,1122,598,0.792467665,1.114041952,1.5,true
B.J. Armstrong,armstbj01,1992,CHI,814,434,-0.425439854,0.531148966,0.8,true
Scott Williams,willisc01,1992,CHI,602,321,0.219611347,0.506743778,0.9,true
Cliff Levingston,levincl01,1992,CHI,358,191,-3.108327649,-0.036371312,0.2,true
Will Perdue,perduwi01,1992,CHI,294,157,-1.759410841,0.08309017,0.2,true
Craig Hodges,hodgecr01,1992,CHI,257,137,-3.356648715,-0.043854036,0.0,true
Stacey King,kingst01,1992,CHI,208,111,-2.057504802,0.04063932,0.2,true
Bob Hansen,hansebo01,1992,CHI,129,69,-0.178587668,0.093719895,0.1,true
Terry Porter,portete01,1992,POR,1732,870,5.809920642,3.889138602,3.7,false
Clyde Drexler,drexlcl01,1992,POR,1687,847,8.068167725,4.823740664,3.4,false
Buck Williams,willibu01,1992,POR,1509,758,0.177201634,1.165965885,1.5,false
Jerome Kersey,kerseje01,1992,POR,1505,756,4.566987016,2.917917936,2.0,false
Kevin Duckworth,duckwke01,1992,POR,1288,647,-2.853635701,-0.035330516,0.6,false
Clifford Robinson,robincl02,1992,POR,1039,522,0.906071823,1.014769975,0.8,false
Danny Ainge,aingeda01,1992,POR,894,449,1.943538812,1.117175829,1.2,false
Mark Bryant,bryanma01,1992,POR,231,116,-8.283170756,-0.341783619,-0.1,false
Ennis Whatley,whatlen01,1992,POR,191,96,-1.756441258,0.050517317,0.1,false
Robert Pack,packro01,1992,POR,104,52,-2.946392144,-0.005461947,-0.1,false
Wayne Cooper,coopewa01,1992,POR,54,27,-4.327313431,-0.022411921,0.0,false
Alaa Abdelnaby,abdelal01,1992,POR,50,25,-8.54370028,-0.077214596,0.0,false
Scottie Pippen,pippesc01,1993,CHI,1471,789,3.398013309,2.560310305,1.4,true
Michael Jordan,jordami01,1993,CHI,1460,783,11.14886402,5.72186207,4.4,true
Horace Grant,grantho01,1993,CHI,1214,651,4.675128677,2.530910138,2.4,true
B.J. Armstrong,armstbj01,1993,CHI,1199,643,2.094742514,1.63440583,1.8,true
Bill Cartwright,cartwbi01,1993,CHI,828,444,-0.773662559,0.461947711,1.0,true
Scott Williams,willisc01,1993,CHI,737,395,-0.957364774,0.374048649,0.8,true
John Paxson,paxsojo01,1993,CHI,617,331,0.66213822,0.591850457,1.1,true
Stacey King,kingst01,1993,CHI,427,229,-2.322548058,0.05196664,0.4,true
Trent Tucker,tucketr01,1993,CHI,388,208,-0.810351073,0.212232945,0.4,true
Will Perdue,perduwi01,1993,CHI,188,101,-4.664789289,-0.102568187,0.1,true
Rodney McCray,mccraro01,1993,CHI,73,39,-10.3806732,-0.156313017,-0.1,true
Darrell Walker,walkeda01,1993,CHI,41,22,-7.160515861,-0.050206683,0.0,true
Dan Majerle,majerda01,1993,PHO,2094,1071,3.130918949,3.301775126,2.1,false
Charles Barkley,barklch01,1993,PHO,2006,1026,7.06127668,5.273558734,4.6,false
Kevin Johnson,johnske02,1993,PHO,1787,914,1.163010641,1.875209089,1.6,false
Danny Ainge,aingeda01,1993,PHO,1156,591,-0.750886001,0.622839799,0.8,false
Oliver Miller,milleol01,1993,PHO,1003,513,1.739475457,1.217486746,1.2,false
Richard Dumas,dumasri02,1993,PHO,976,499,1.017033175,0.989842862,1.0,false
Mark West,westma01,1993,PHO,917,469,-2.845661069,-0.023649642,0.8,false
Tom Chambers,chambto01,1993,PHO,735,376,-6.481150458,-0.743198537,-0.1,false
Cedric Ceballos,cebalce01,1993,PHO,362,185,3.19647793,0.573816517,0.7,false
Frank Johnson,johnsfr01,1993,PHO,336,172,-2.009658065,0.06756547,0.4,false
Negele Knight,knighne01,1993,PHO,66,34,-3.799254761,-0.018502816,0.1,false
Jerrod Mustaf,mustaje01,1993,PHO,20,10,0.041984385,0.014409708,0.0,false
Hakeem Olajuwon,olajuha01,1994,HOU,1874,989,6.798213032,4.934988601,4.3,true
Vernon Maxwell,maxweve01,1994,HOU,1667,880,-0.401049493,1.089255037,0.3,true
Otis Thorpe,thorpot01,1994,HOU,1618,854,0.716340545,1.552002153,2.4,true
Robert Horry,horryro01,1994,HOU,1474,778,5.74561419,3.473169559,2.5,true
Kenny Smith,smithke01,1994,HOU,1319,696,1.849911581,1.675747835,1.7,true
Sam Cassell,cassesa01,1994,HOU,906,478,1.661791134,1.11623651,1.1,true
Mario Elie,eliema01,1994,HOU,724,382,-1.443071824,0.262416803,0.6,true
Carl Herrera,herreca01,1994,HOU,470,248,-2.272743168,0.06255935,0.5,true
Earl Cureton,curetea01,1994,HOU,189,100,-1.897508056,0.045310742,0.3,true
Chris Jent,jentch01,1994,HOU,117,62,-3.534598389,-0.025999324,-0.1,true
Matt Bullard,bullama01,1994,HOU,104,55,-3.372362618,-0.018214171,0.0,true
Scott Brooks,brooksc01,1994,HOU,44,23,3.878600568,0.079766198,0.1,true
Patrick Ewing,ewingpa01,1994,NYK,1901,1032,3.50359131,3.377758822,3.2,false
Charles Oakley,oaklech01,1994,NYK,1827,992,2.651230047,2.804080468,3.1,false
John Starks,starkjo01,1994,NYK,1547,840,3.597717225,2.830040395,2.4,false
Derek Harper,harpede01,1994,NYK,1381,750,4.023965512,2.687627159,2.0,false
Anthony Mason,masonan01,1994,NYK,1216,660,0.316835172,1.062159524,1.9,false
Charles Smith,smithch01,1994,NYK,1127,612,-0.08923187,0.861786026,1.5,false
Greg Anthony,anthogr01,1994,NYK,803,436,-0.294478458,0.570748609,0.4,false
Hubert Davis,davishu01,1994,NYK,729,396,-4.787409302,-0.427500989,0.1,false
Herb Williams,willihe01,1994,NYK,234,127,-2.86803545,-0.007899883,0.1,false
Anthony Bonner,bonnean01,1994,NYK,217,118,-4.098236253,-0.085059653,0.0,false
Rolando Blackman,blackro01,1994,NYK,63,34,-6.044678422,-0.059411161,0.0,false
Corey Gaines,gaineco01,1994,NYK,52,28,-8.323413417,-0.082728019,0.0,false
Hakeem Olajuwon,olajuha01,1995,HOU,1801,929,4.336039822,3.450414185,2.8,true
Clyde Drexler,drexlcl01,1995,HOU,1646,849,6.888759012,4.29838494,3.0,true
Robert Horry,horryro01,1995,HOU,1630,841,4.725932677,3.294991154,2.5,true
Kenny Smith,smithke01,1995,HOU,1264,652,1.370235443,1.405083935,1.4,true
Mario Elie,eliema01,1995,HOU,1231,635,1.82370493,1.524013483,1.5,true
Sam Cassell,cassesa01,1995,HOU,940,485,3.330678061,1.561103136,1.4,true
Chucky Brown,brownch01,1995,HOU,632,326,-3.280693955,-0.091364085,0.3,true
Pete Chilcutt,chilcpe01,1995,HOU,626,323,-0.892924721,0.316115362,0.7,true
Charles Jones,jonesch01,1995,HOU,459,237,-6.038982652,-0.416571703,0.1,true
Zan Tabak,tabakza01,1995,HOU,60,31,-6.215867225,-0.056713024,0.0,true
Vernon Maxwell,maxweve01,1995,HOU,31,16,-14.47097406,-0.099327544,-0.1,true
Carl Herrera,herreca01,1995,HOU,12,6,0.441856228,0.009852996,0.0,true
Horace Grant,grantho01,1995,ORL,1637,869,1.857882622,2.086170634,2.4,false
Anfernee Hardaway,hardaan01,1995,ORL,1599,849,4.905792984,3.415336094,2.4,false
Nick Anderson,anderni01,1995,ORL,1533,814,2.942077547,2.431416011,1.7,false
Shaquille O'Neal,onealsh01,1995,ORL,1517,805,3.484226969,2.637167086,3.0,false
Dennis Scott,scottde01,1995,ORL,1405,746,0.999737782,1.47720114,0.9,false
Brian Shaw,shawbr01,1995,ORL,669,355,0.421804188,0.596611931,0.6,false
Donald Royal,royaldo01,1995,ORL,373,198,-9.334039227,-0.686714757,-0.2,false
Jeff Turner,turneje01,1995,ORL,337,179,-2.719243557,0.00295131,0.3,false
Anthony Bowie,bowiean01,1995,ORL,222,118,-2.468299083,0.01758873,0.3,false
Tree Rollins,rollitr01,1995,ORL,153,81,-9.752329869,-0.302950543,-0.1,false
Anthony Avent,aventan01,1995,ORL,75,40,-7.111621876,-0.093810332,0.0,false
Brooks Thompson,thompbr01,1995,ORL,21,11,14.70149161,0.097936304,0.1,false
Scottie Pippen,pippesc01,1996,CHI,1357,742,9.589114791,4.817561147,3.0,true
Michael Jordan,jordami01,1996,CHI,1341,733,8.978222415,4.502518582,4.7,true
Dennis Rodman,rodmade01,1996,CHI,1134,620,2.155490605,1.592829004,1.9,true
Ron Harper,harpero01,1996,CHI,904,494,4.474116714,1.87573928,1.8,true
Toni Kukoc,kukocto01,1996,CHI,803,439,3.809208074,1.521902649,1.3,true
Luc Longley,longllu01,1996,CHI,803,439,-1.233023933,0.353131306,0.8,true
Steve Kerr,kerrst01,1996,CHI,653,357,2.995828802,1.079354543,1.4,true
Bill Wennington,wennibi01,1996,CHI,309,169,-0.867153104,0.168827634,0.5,true
Jud Buechler,buechju01,1996,CHI,232,127,0.966493322,0.250937139,0.3,true
Randy Brown,brownra02,1996,CHI,205,112,0.704284697,0.205840621,0.4,true
John Salley,sallejo01,1996,CHI,155,85,-5.199354907,-0.112695467,0.1,true
James Edwards,edwarja01,1996,CHI,51,28,-7.274944028,-0.069360369,0.1,true
Gary Payton,paytoga01,1996,SEA,1693,911,5.925194205,4.15469283,3.1,false
Detlef Schrempf,schrede01,1996,SEA,1466,789,-0.002405771,1.139605173,1.2,false
Shawn Kemp,kempsh01,1996,SEA,1338,720,4.669165336,2.809186859,3.0,false
Hersey Hawkins,hawkihe01,1996,SEA,1325,713,4.08071397,2.558892605,2.2,false
Sam Perkins,perkisa01,1996,SEA,1216,654,2.192001988,1.696575923,1.7,false
Nate McMillan,mcmilna01,1996,SEA,716,385,4.796221157,1.526180101,1.1,false
Vincent Askew,askewvi01,1996,SEA,641,345,-3.08211643,-0.061082565,-0.2,false
Ervin Johnson,johnser02,1996,SEA,470,253,-1.554756262,0.159573355,0.3,false
Frank Brickowski,brickfr01,1996,SEA,383,206,-4.340025465,-0.178249871,-0.1,false
David Wingate,wingada01,1996,SEA,126,68,-7.925271567,-0.188758163,0.0,false
Eric Snow,snower01,1996,SEA,45,24,-7.598910127,-0.062516942,-0.1,false
Steve Scheffler,schefst01,1996,SEA,41,22,-7.642379634,-0.056635506,-0.1,false
Michael Jordan,jordami01,1997,CHI,1449,804,7.934458351,4.502754758,3.9,true
Scottie Pippen,pippesc01,1997,CHI,1357,753,5.253197688,3.168078523,2.3,true
Dennis Rodman,rodmade01,1997,CHI,964,535,-0.953900299,0.506686592,0.8,true
Ron Harper,harpero01,1997,CHI,928,515,6.301315423,2.449361134,2.0,true
Luc Longley,longllu01,1997,CHI,778,432,0.220838707,0.677094464,0.9,true
Toni Kukoc,kukocto01,1997,CHI,762,423,3.328159853,1.35016012,1.3,true
Steve Kerr,kerrst01,1997,CHI,614,341,2.814949901,0.998966893,1.0,true
Bison Dele,delebi01,1997,CHI,605,336,2.937205249,1.018897194,0.9,true
Jason Caffey,caffeja01,1997,CHI,301,167,-0.558369786,0.192506482,0.4,true
Jud Buechler,buechju01,1997,CHI,249,138,0.894752117,0.264700987,0.4,true
Randy Brown,brownra02,1997,CHI,177,98,-1.865800706,0.046671223,0.0,true
Robert Parish,parisro01,1997,CHI,32,18,-6.666925872,-0.036446415,0.0,true
Karl Malone,malonka01,1997,UTA,1489,816,3.172685474,2.527706634,2.2,false
Bryon Russell,russebr01,1997,UTA,1383,758,3.305996284,2.417138457,1.6,false
John Stockton,stockjo01,1997,UTA,1349,739,8.483708983,4.341860215,3.1,false
Jeff Hornacek,hornaje01,1997,UTA,1285,704,4.049745646,2.508475777,2.1,false
Greg Ostertag,ostergr01,1997,UTA,838,459,1.63964344,1.058928898,1.1,false
Greg Foster,fostegr01,1997,UTA,564,309,-2.78228507,-0.005288836,0.4,false
Shandon Anderson,andersh01,1997,UTA,540,296,0.236143868,0.46437255,0.5,false
Antoine Carr,carran01,1997,UTA,511,280,-3.627188037,-0.13161199,0.2,false
Howard Eisley,eisleho01,1997,UTA,396,217,1.754024107,0.514020307,0.8,false
Chris Morris,morrich01,1997,UTA,319,175,1.751790771,0.41828656,0.3,false
Adam Keefe,keefead01,1997,UTA,108,59,-2.276075328,0.014656123,0.1,false
Stephen Howard,howarst01,1997,UTA,24,13,6.776081922,0.066107562,0.1,false
Michael Jordan,jordami01,1998,CHI,1545,872,7.497148227,4.670063067,4.8,true
Scottie Pippen,pippesc01,1998,CHI,1482,836,7.630554717,4.577468423,2.9,true
Dennis Rodman,rodmade01,1998,CHI,1280,722,0.594348361,1.263965387,1.5,true
Toni Kukoc,kukocto01,1998,CHI,1129,637,5.524781946,2.775843082,2.4,true
Ron Harper,harpero01,1998,CHI,998,563,1.986141461,1.39603887,1.5,true
Luc Longley,longllu01,1998,CHI,808,456,-0.561062327,0.527714472,0.9,true
Steve Kerr,kerrst01,1998,CHI,735,415,0.406718202,0.683156034,1.3,true
Scott Burrell,burresc01,1998,CHI,463,261,3.69115596,0.894119523,0.7,true
Bill Wennington,wennibi01,1998,CHI,211,119,-2.91792048,-0.010728955,0.2,true
Dickey Simpkins,simpkdi01,1998,CHI,131,74,-5.33119424,-0.101180305,0.0,true
Randy Brown,brownra02,1998,CHI,126,71,-9.060436179,-0.234968305,-0.1,true
Jud Buechler,buechju01,1998,CHI,113,64,1.493992865,0.142390522,0.2,true
Karl Malone,malonka01,1998,UTA,1434,795,4.254529758,2.915630855,3.0,false
Bryon Russell,russebr01,1998,UTA,1259,698,4.201425455,2.549722042,2.2,false
Jeff Hornacek,hornaje01,1998,UTA,1147,636,1.847101033,1.532546248,1.3,false
John Stockton,stockjo01,1998,UTA,1075,596,7.584027032,3.235524663,2.2,false
Shandon Anderson,andersh01,1998,UTA,682,378,-1.571454004,0.233579341,0.5,false
Howard Eisley,eisleho01,1998,UTA,660,366,0.217837565,0.573440716,0.2,false
Greg Ostertag,ostergr01,1998,UTA,606,336,3.133453319,1.040289036,1.0,false
Greg Foster,fostegr01,1998,UTA,604,335,-4.273660999,-0.270252998,0.1,false
Antoine Carr,carran01,1998,UTA,527,292,-2.402920554,0.053906004,0.4,false
Chris Morris,morrich01,1998,UTA,433,240,1.081136916,0.489749188,0.5,false
Adam Keefe,keefead01,1998,UTA,278,154,-0.758555672,0.16109031,0.3,false
Jacque Vaughn,vaughja01,1998,UTA,43,24,-15.71887291,-0.16130849,-0.1,false
Allan Houston,houstal01,1999,NYK,1401,783,-0.338960298,0.986582,1.6,false
Latrell Sprewell,sprewla01,1999,NYK,1329,743,0.665962353,1.327901002,1.6,false
Larry Johnson,johnsla02,1999,NYK,1222,683,1.986412962,1.71167944,1.4,false
Marcus Camby,cambyma01,1999,NYK,911,509,9.518749685,3.293510299,3.0,false
Chris Childs,childch01,1999,NYK,884,494,-0.167659132,0.674689519,0.5,false
Charlie Ward,wardch01,1999,NYK,884,494,6.496801665,2.413718174,1.2,false
Kurt Thomas,thomaku01,1999,NYK,750,419,-0.028876409,0.604910194,0.6,false
Patrick Ewing,ewingpa01,1999,NYK,621,347,1.961684977,0.857000556,1.0,false
Chris Dudley,dudlech02,1999,NYK,526,294,0.841829279,0.564149544,0.6,false
Rick Brunson,brunsri01,1999,NYK,32,18,-15.26829557,-0.119985962,-0.1,false
Herb Williams,willihe01,1999,NYK,29,16,-10.91117207,-0.069430749,0.0,false
Tim Duncan,duncati01,1999,SAS,1319,733,5.400364349,3.106822599,3.7,true
Avery Johnson,johnsav01,1999,SAS,1175,653,1.731656853,1.523805316,1.5,true
David Robinson,robinda01,1999,SAS,1080,600,8.221669975,3.453401972,3.0,true
Sean Elliott,elliose01,1999,SAS,1033,574,2.651690684,1.627105173,1.9,true
Mario Elie,eliema01,1999,SAS,947,526,2.493776396,1.450414307,1.3,true
Jaren Jackson,jacksja01,1999,SAS,621,345,2.295466217,0.925555366,0.6,true
Malik Rose,rosema01,1999,SAS,349,194,-1.635472696,0.116517694,0.4,true
Jerome Kersey,kerseje01,1999,SAS,274,152,-1.740936915,0.080971885,0.1,true
Antonio Daniels,daniean01,1999,SAS,191,106,-2.319144738,0.023861548,0.2,true
Steve Kerr,kerrst01,1999,SAS,175,97,-3.614902397,-0.044058541,0.0,true
Will Perdue,perduwi01,1999,SAS,155,86,-2.804673496,-0.002500987,0.2,true
Gerard King,kingge02,1999,SAS,25,14,-3.721344007,-0.007167891,0.0,true
Jalen Rose,roseja01,2000,IND,1808,964,1.307944132,2.050091165,1.9,false
Reggie Miller,millere01,2000,IND,1673,892,6.29634142,4.215405412,3.6,false
Dale Davis,davisda01,2000,IND,1339,714,1.59606467,1.623272013,2.3,false
Mark Jackson,jacksma01,2000,IND,1189,634,3.822982271,2.18007257,1.5,false
Austin Croshere,croshau01,2000,IND,919,490,0.992475639,0.962310104,1.5,false
Travis Best,besttr01,2000,IND,868,463,1.956942101,1.150826309,1.2,false
Rik Smits,smitsri01,2000,IND,865,461,-1.043054465,0.417412486,1.0,false
Sam Perkins,perkisa01,2000,IND,782,417,-1.819983836,0.204569275,0.5,false
Derrick McKey,mckeyde01,2000,IND,660,352,-2.827059435,-0.014298074,0.4,false
Chris Mullin,mullich01,2000,IND,169,90,3.698176664,0.306829929,0.3,false
Zan Tabak,tabakza01,2000,IND,88,47,-1.719474627,0.025655142,0.2,false
Jonathan Bender,bendejo01,2000,IND,39,21,4.530782391,0.080739449,0.1,false
Shaquille O'Neal,onealsh01,2000,LAL,1903,1000,5.688067611,4.408573651,4.7,true
Kobe Bryant,bryanko01,2000,LAL,1631,857,4.245710408,3.159313911,2.1,true
Glen Rice,ricegl01,2000,LAL,1458,766,-0.215144944,1.017397074,1.1,true
Ron Harper,harpero01,2000,LAL,1224,643,1.686613031,1.501308016,1.1,true
Robert Horry,horryro01,2000,LAL,1176,618,2.217754262,1.62676949,1.2,true
A.C. Green,greenac01,2000,LAL,816,429,-0.921067307,0.410679848,0.6,true
Brian Shaw,shawbr01,2000,LAL,776,408,2.026703646,1.028310119,0.9,true
Rick Fox,foxri01,2000,LAL,630,331,0.078221636,0.500209295,0.7,true
Derek Fisher,fishede01,2000,LAL,613,322,0.994777613,0.633780039,0.8,true
John Salley,sallejo01,2000,LAL,148,78,-2.11926901,0.026025767,0.1,true
Travis Knight,knightr01,2000,LAL,91,48,-9.907187158,-0.18782783,-0.1,true
Devean George,georgde01,2000,LAL,86,45,-1.050721633,0.041017739,0.0,true
Kobe Bryant,bryanko01,2001,LAL,1345,694,8.326751837,4.034003479,3.8,true
Shaquille O'Neal,onealsh01,2001,LAL,1311,676,8.956094132,4.144097413,3.7,true
Derek Fisher,fishede01,2001,LAL,1117,576,4.609612238,2.224445119,2.5,true
Rick Fox,foxri01,2001,LAL,1111,573,4.39103606,2.166164102,1.6,true
Horace Grant,grantho01,2001,LAL,820,423,0.489658445,0.718219604,1.0,true
Robert Horry,horryro01,2001,LAL,741,382,4.319424285,1.431117668,1.2,true
Brian Shaw,shawbr01,2001,LAL,562,290,0.247263624,0.460480709,0.7,true
Tyronn Lue,luety01,2001,LAL,254,131,0.01899575,0.192424829,0.2,true
Mark Madsen,madsema01,2001,LAL,93,48,-9.742800781,-0.174564269,-0.1,true
Ron Harper,harpero01,2001,LAL,81,42,8.167040466,0.243538195,0.2,true
Devean George,georgde01,2001,LAL,52,27,-6.561991854,-0.055077611,0.0,true
Greg Foster,fostegr01,2001,LAL,6,3,-8.422838293,-0.00923367,0.0,true
Allen Iverson,iversal01,2001,PHI,1863,1016,3.649166581,3.429578765,2.7,false
Dikembe Mutombo,mutomdi01,2001,PHI,1798,981,5.557398998,4.225114875,3.8,false
Aaron McKie,mckieaa01,2001,PHI,1635,892,3.117320123,2.749477488,1.9,false
Tyrone Hill,hillty01,2001,PHI,1360,742,-4.234353469,-0.579284937,0.6,false
Eric Snow,snower01,2001,PHI,1314,717,-0.963712926,0.673968302,0.6,false
Jumaine Jones,jonesju01,2001,PHI,819,447,-3.014073938,-0.061928637,0.6,false
George Lynch,lynchge01,2001,PHI,407,222,1.162348521,0.460444331,0.4,false
Raja Bell,bellra01,2001,PHI,227,124,2.447706588,0.347804244,0.3,false
Kevin Ollie,ollieke01,2001,PHI,225,123,-5.62693064,-0.185349654,0.1,false
Todd MacCulloch,maccuto01,2001,PHI,200,109,0.721479149,0.197801284,0.5,false
Matt Geiger,geigema01,2001,PHI,183,100,-1.59660995,0.062255894,0.3,false
Rodney Buford,buforro01,2001,PHI,132,72,-3.420592534,-0.02586452,0.0,false
Kobe Bryant,bryanko01,2002,LAL,1606,833,3.653193974,2.799442976,2.6,true
Shaquille O'Neal,onealsh01,2002,LAL,1496,776,6.727834169,3.842994334,3.8,true
Robert Horry,horryro01,2002,LAL,1355,703,4.9787406,2.855800546,2.2,true
Rick Fox,foxri01,2002,LAL,1257,652,1.945975224,1.614875724,1.3,true
Derek Fisher,fishede01,2002,LAL,1251,649,0.839171004,1.225034374,1.3,true
Devean George,georgde01,2002,LAL,631,327,1.847427556,0.799333433,0.4,true
Samaki Walker,walkesa01,2002,LAL,463,240,-3.724982073,-0.123293588,0.6,true
Brian Shaw,shawbr01,2002,LAL,459,238,-0.327327587,0.302212676,0.4,true
Lindsey Hunter,hunteli01,2002,LAL,255,132,-4.745987912,-0.140819156,0.0,true
Stanislav Medvedenko,medvest01,2002,LAL,40,21,-7.475158409,-0.054187952,0.0,true
Mark Madsen,madsema01,2002,LAL,19,10,-15.40962803,-0.067598774,0.0,true
Mitch Richmond,richmmi01,2002,LAL,8,4,-8.903679797,-0.013056331,0.0,true
Jason Kidd,kiddja01,2002,NJN,1562,803,6.949209211,4.084102936,2.3,false
Kenyon Martin,martike01,2002,NJN,1457,749,-1.033696203,0.677669429,0.8,false
Keith Van Horn,vanhoke01,2002,NJN,1251,643,0.193898649,0.994238351,1.2,false
Kerry Kittles,kittlke01,2002,NJN,1128,580,4.286581967,2.148274775,1.6,false
Richard Jefferson,jefferi01,2002,NJN,858,441,-2.755226194,-0.001212522,0.5,false
Lucious Harris,harrilu01,2002,NJN,813,418,1.690412166,0.972943393,1.2,false
Aaron Williams,williaa01,2002,NJN,809,416,-1.557130543,0.263178801,0.8,false
Todd MacCulloch,maccuto01,2002,NJN,747,384,-0.552634946,0.442210715,0.8,false
Jason Collins,collija04,2002,NJN,442,227,-1.963372008,0.095005518,0.3,false
Anthony Johnson,johnsan02,2002,NJN,313,161,-2.948108628,-0.016976235,0.1,false
Donny Marshall,marshdo02,2002,NJN,27,14,-5.521580893,-0.020930478,0.0,false
Brian Scalabrine,scalabr01,2002,NJN,27,14,-6.306770844,-0.025865712,0.0,false
Jason Kidd,kiddja01,2003,NJN,1614,852,6.20746476,4.002534382,2.6,false
Kenyon Martin,martike01,2003,NJN,1472,777,2.235469541,2.043320493,2.1,false
Richard Jefferson,jefferi01,2003,NJN,1347,711,-0.02405433,1.018943317,1.5,false
Kerry Kittles,kittlke01,2003,NJN,1161,613,2.055347722,1.544840877,1.7,false
Jason Collins,collija04,2003,NJN,1002,529,3.825635282,1.829700888,1.5,false
Lucious Harris,harrilu01,2003,NJN,824,435,-1.260318634,0.34077422,0.8,false
Rodney Rogers,rogerro01,2003,NJN,663,350,-2.292398488,0.084879899,0.5,false
Aaron Williams,williaa01,2003,NJN,644,340,1.176023687,0.702594022,1.2,false
Anthony Johnson,johnsan02,2003,NJN,231,122,1.355832975,0.26365438,0.4,false
Dikembe Mutombo,mutomdi01,2003,NJN,218,115,-0.942761976,0.10996109,0.2,false
Brian Scalabrine,scalabr01,2003,NJN,38,20,-6.647207688,-0.041440208,0.0,false
Tamar Slay,slayta01,2003,NJN,21,11,-22.1127015,-0.111652048,-0.1,false
Tim Duncan,duncati01,2003,SAS,1958,1021,9.973949792,6.763751709,5.9,true
Tony Parker,parketo01,2003,SAS,1561,814,-1.468047379,0.548394561,1.1,true
Stephen Jackson,jacksst02,2003,SAS,1555,811,-0.532271878,0.948432251,1.3,true
Bruce Bowen,bowenbr01,2003,SAS,1438,750,2.395886455,2.022454283,1.6,true
Manu Ginobili,ginobma01,2003,SAS,1266,660,6.309505457,3.154258451,2.1,true
Malik Rose,rosema01,2003,SAS,1074,560,-1.263831606,0.438763409,1.2,true
