player_name,player_id,season,team,poss,mp,raptor_total,war,ws,winner
Marvin Webster,webstma01,1978,SEA,1899,904,1.484095839,2.001841551,2.3,false
Dennis Johnson,johnsde01,1978,SEA,1737,827,0.70003674,1.497460692,1.5,false
Jack Sikma,sikmaja01,1978,SEA,1473,701,1.170007606,1.451849061,2.1,false
Gus Williams,willigu01,1978,SEA,1473,701,4.174645143,2.561721893,2.3,false
Paul Silas,silaspa01,1978,SEA,1271,605,-0.083187025,0.845745049,1.0,false
John Johnson,johnsjo01,1978,SEA,1252,596,-3.293481362,-0.170541227,0.2,false
Fred Brown,brownfr01,1978,SEA,1208,575,1.680429719,1.339269652,1.8,false
Wally Walker,walkewa01,1978,SEA,548,261,-1.987086985,0.105879504,0.3,false
Bruce Seals,sealsbr01,1978,SEA,193,92,-4.953097338,-0.107182479,-0.1,false
Joe Hassett,hassejo01,1978,SEA,46,22,-0.771181827,0.02288086,0.0,false
Al Fleming,flemial01,1978,SEA,44,21,-2.974694413,-0.002531392,0.0,false
Elvin Hayes,hayesel01,1978,WSB,1877,868,4.553137187,3.327881619,3.1,true
Bob Dandridge,dandrbo01,1978,WSB,1613,746,2.40012211,2.025107759,1.9,true
Wes Unseld,unselwe01,1978,WSB,1464,677,4.018953589,2.40034243,2.0,true
Tom Henderson,hendeto01,1978,WSB,1291,597,2.233950902,1.55858505,1.5,true
Kevin Grevey,greveke01,1978,WSB,1263,584,-1.593814149,0.356194921,1.1,true
Mitch Kupchak,kupchmi01,1978,WSB,1090,504,-4.108438337,-0.360520148,0.5,true
Charles Johnson,johnsch01,1978,WSB,919,425,1.327583232,0.916111206,0.7,true
Larry Wright,wrighla01,1978,WSB,869,402,0.42144738,0.67459647,0.9,true
Greg Ballard,ballagr01,1978,WSB,525,243,1.033798498,0.483577415,0.6,true
Joe Pace,pacejo01,1978,WSB,112,52,3.753423098,0.181877127,0.3,true
Phil Walker,walkeph01,1978,WSB,37,17,-17.05397352,-0.130912805,-0.1,true
Dennis Johnson,johnsde01,1979,SEA,1429,681,3.808970364,2.34650017,2.2,true
Jack Sikma,sikmaja01,1979,SEA,1375,655,2.116609444,1.675786889,1.8,true
Gus Williams,willigu01,1979,SEA,1299,619,4.917984805,2.49328617,2.7,true
John Johnson,johnsjo01,1979,SEA,1291,615,0.327274429,0.994151956,0.8,true
Lonnie Shelton,sheltlo01,1979,SEA,1188,566,2.623321769,1.602913262,1.6,true
Paul Silas,silaspa01,1979,SEA,877,418,-2.767690338,-0.003891295,0.3,true
Fred Brown,brownfr01,1979,SEA,546,260,-0.391540324,0.322106486,0.6,true
Dennis Awtrey,awtrede01,1979,SEA,321,153,0.848308318,0.293288378,0.4,true
Dick Snyder,snydedi01,1979,SEA,185,88,-3.661464643,-0.042258884,0.0,true
Wally Walker,walkewa01,1979,SEA,178,85,-5.854827236,-0.140612943,0.0,true
Joe Hassett,hassejo01,1979,SEA,31,15,-12.70338495,-0.077968086,0.0,true
Bob Dandridge,dandrbo01,1979,WSB,1639,787,3.174631749,2.444494778,2.5,false
Elvin Hayes,hayesel01,1979,WSB,1636,786,2.3272846,2.091862395,2.0,false
Wes Unseld,unselwe01,1979,WSB,1532,736,3.909412157,2.56412098,2.2,false
Tom Henderson,hendeto01,1979,WSB,1164,559,-1.070291764,0.492695515,0.3,false
Kevin Grevey,greveke01,1979,WSB,1097,527,-3.416108553,-0.185331048,0.0,false
Larry Wright,wrighla01,1979,WSB,689,331,-0.507264401,0.392720145,0.6,false
Greg Ballard,ballagr01,1979,WSB,650,312,3.079477252,0.953579383,1.1,false
Charles Johnson,johnsch01,1979,WSB,573,275,-5.782422056,-0.439982175,-0.2,false
Mitch Kupchak,kupchmi01,1979,WSB,285,137,-1.985871938,0.054841916,0.2,false
Phil Chenier,cheniph01,1979,WSB,202,97,-10.37257614,-0.393524829,-0.4,false
Dave Corzine,corzida01,1979,WSB,131,63,-2.316297163,0.014355579,0.0,false
Magic Johnson,johnsma02,1980,LAL,1417,658,8.757899623,3.970824335,2.8,true
Jamaal Wilkes,wilkeja01,1980,LAL,1404,652,2.020865382,1.629516454,1.7,true
Norm Nixon,nixonno01,1980,LAL,1396,648,2.03539698,1.631474628,1.5,true
Kareem Abdul-Jabbar,abdulka01,1980,LAL,1331,618,6.754214532,3.070190486,3.3,true
Michael Cooper,coopemi01,1980,LAL,999,464,0.776728062,0.861756686,0.8,true
Jim Chones,choneji01,1980,LAL,945,439,-4.463855793,-0.397054787,0.2,true
Mark Landsberger,landsma01,1980,LAL,420,195,-5.55167526,-0.288934064,0.1,true
Spencer Haywood,haywosp01,1980,LAL,312,145,-8.566216092,-0.444031991,0.0,true
Brad Holland,hollabr01,1980,LAL,69,32,7.226274622,0.172243045,0.1,true
Marty Byrnes,byrnema01,1980,LAL,17,8,-4.650638616,-0.007926242,0.0,true
Butch Lee,leebu01,1980,LAL,13,6,-29.19820893,-0.087186827,0.0,true
Julius Erving,ervinju01,1980,PHI,1449,694,5.531332626,3.019057695,2.6,false
Maurice Cheeks,cheekma01,1980,PHI,1410,675,3.540751874,2.230255826,1.5,false
Caldwell Jones,jonesca01,1980,PHI,1334,639,0.797063961,1.190708185,1.3,false
Lionel Hollins,hollili01,1980,PHI,1291,618,1.028162259,1.227854234,0.9,false
Darryl Dawkins,dawkida01,1980,PHI,1268,607,1.544409863,1.373732874,1.6,false
Bobby Jones,jonesbo01,1980,PHI,981,470,4.334728254,1.75118691,1.9,false
Henry Bibby,bibbyhe01,1980,PHI,835,400,-3.728233336,-0.205525263,0.3,false
Steve Mix,mixst01,1980,PHI,418,200,-0.635868613,0.222723355,0.4,false
Jim Spanarkel,spanaji01,1980,PHI,17,8,-5.574433532,-0.011842968,0.0,false
Bernard Toone,toonebe01,1980,PHI,13,6,-18.74841466,-0.05145897,-0.1,false
Clint Richardson,richacl01,1980,PHI,6,3,6.780454894,0.016514924,0.0,false
Larry Bird,birdla01,1981,BOS,1514,750,7.031702397,3.842712224,3.1,true
Tiny Archibald,architi01,1981,BOS,1272,630,0.346238208,1.022518224,1.3,true
Cedric Maxwell,maxwece01,1981,BOS,1207,598,5.056106849,2.442138723,2.5,true
Chris Ford,fordch01,1981,BOS,1024,507,0.766127179,0.939901823,0.9,true
Robert Parish,parisro01,1981,BOS,993,492,3.845643557,1.715730075,1.4,true
Kevin McHale,mchalke01,1981,BOS,598,296,2.719345778,0.85481943,1.1,true
M.L. Carr,carrml01,1981,BOS,581,288,-0.404503669,0.356604966,0.5,true
Rick Robey,robeyri01,1981,BOS,535,265,-5.021115207,-0.319737871,0.1,true
Gerald Henderson,hendege01,1981,BOS,460,228,1.110192187,0.463495668,0.6,true
Eric Fernsten,fernser01,1981,BOS,28,14,-0.362051306,0.017887705,0.0,true
Terry Duerod,duerote01,1981,BOS,24,12,-3.447842249,-0.004473057,0.0,true
Moses Malone,malonmo01,1981,HOU,1880,955,2.501062547,2.612296247,3.5,false
Robert Reid,reidro01,1981,HOU,1708,868,4.780434561,3.438255071,2.1,false
Billy Paultz,paultbi01,1981,HOU,1417,720,-0.675070682,0.783226093,1.2,false
Tom Henderson,hendeto01,1981,HOU,1210,615,-0.530470893,0.714312544,0.6,false
Calvin Murphy,murphca01,1981,HOU,1063,540,0.964627474,1.063217985,1.4,false
Mike Dunleavy,dunlemi01,1981,HOU,929,472,-0.178735853,0.641516921,0.8,false
Bill Willoughby,willobi01,1981,HOU,821,417,-1.575060633,0.257513029,0.3,false
Allen Leavell,leaveal01,1981,HOU,427,217,0.666891345,0.392573978,0.2,false
Calvin Garrett,garreca01,1981,HOU,230,117,-2.794878193,-0.002764451,0.1,false
Major Jones,jonesma01,1981,HOU,173,88,-0.8242315,0.08987786,0.2,false
Rudy Tomjanovich,tomjaru01,1981,HOU,61,31,-12.34437878,-0.158294969,-0.1,false
Magic Johnson,johnsma02,1982,LAL,1221,562,9.681527344,3.662635358,2.7,true
Norm Nixon,nixonno01,1982,LAL,1193,549,2.504407149,1.512691296,1.5,true
Jamaal Wilkes,wilkeja01,1982,LAL,1162,535,-0.32598823,0.6802013,0.9,true
Kareem Abdul-Jabbar,abdulka01,1982,LAL,1071,493,2.45940737,1.346104009,1.5,true
Bob McAdoo,mcadobo01,1982,LAL,843,388,-0.053255846,0.550952449,1.0,true
Michael Cooper,coopemi01,1982,LAL,832,383,4.338602861,1.432070103,1.2,true
Kurt Rambis,rambiku01,1982,LAL,606,279,-1.08050396,0.246145921,0.6,true
Mark Landsberger,landsma01,1982,LAL,130,60,-7.06822517,-0.13729242,0.0,true
Jim Brewer,breweji01,1982,LAL,124,57,-3.1697593,-0.012508776,0.0,true
Clay Johnson,johnscl02,1982,LAL,83,38,-3.691804459,-0.018943449,0.1,true
Mike McGee,mcgeemi01,1982,LAL,22,10,-2.475311697,0.001441562,0.0,true
Eddie Jordan,jordaed01,1982,LAL,13,6,19.87964818,0.072564131,0.0,true
Julius Erving,ervinju01,1982,PHI,1611,780,6.678784884,3.853544298,3.0,false
Maurice Cheeks,cheekma01,1982,PHI,1580,765,5.079303862,3.147295821,1.9,false
Andrew Toney,toneyan01,1982,PHI,1460,707,1.073515682,1.428411036,1.6,false
Caldwell Jones,jonesca01,1982,PHI,1402,679,-0.010979587,0.97548482,1.4,false
Bobby Jones,jonesbo01,1982,PHI,1216,589,2.599796162,1.655907535,2.0,false
Darryl Dawkins,dawkida01,1982,PHI,950,460,-1.27326427,0.361657643,0.9,false
Clint Richardson,richacl01,1982,PHI,857,415,-0.773495497,0.431939341,0.5,false
Mike Bantom,bantomi01,1982,PHI,824,399,-1.843314244,0.19154834,0.1,false
Lionel Hollins,hollili01,1982,PHI,235,114,-4.344633952,-0.096197872,-0.2,false
Earl Cureton,curetea01,1982,PHI,155,75,-6.813575037,-0.160951828,-0.1,false
Steve Mix,mixst01,1982,PHI,103,50,-0.294986903,0.064273657,0.2,false
Franklin Edwards,edwarfr01,1982,PHI,66,32,15.34224905,0.30027194,0.3,false
Magic Johnson,johnsma02,1983,LAL,1366,643,7.136608202,3.329625978,2.1,false
Jamaal Wilkes,wilkeja01,1983,LAL,1251,589,0.761666263,1.086650679,1.0,false
Kareem Abdul-Jabbar,abdulka01,1983,LAL,1249,588,2.940240583,1.759799321,2.1,false
Norm Nixon,nixonno01,1983,LAL,1143,538,0.068600281,0.796228883,0.9,false
Michael Cooper,coopemi01,1983,LAL,962,453,1.546690744,1.029532631,0.9,false
Kurt Rambis,rambiku01,1983,LAL,801,377,-0.654011034,0.417386883,0.7,false
Bob McAdoo,mcadobo01,1983,LAL,353,166,-0.116339611,0.231590787,0.2,false
Mark Landsberger,landsma01,1983,LAL,300,141,-5.557590514,-0.209040234,0.1,false
Dwight Jones,jonesdw01,1983,LAL,125,59,-12.38389837,-0.303306893,-0.2,false
Steve Mix,mixst01,1983,LAL,55,26,-6.617427199,-0.053652717,0.0,false
Mike McGee,mcgeemi01,1983,LAL,53,25,-10.34593661,-0.10041473,0.0,false
Clay Johnson,johnscl02,1983,LAL,42,20,0.744381115,0.037163387,0.0,false
Moses Malone,malonmo01,1983,PHI,1073,524,8.658004136,3.131488489,2.8,true
Julius Erving,ervinju01,1983,PHI,1010,493,2.308282008,1.309347125,1.2,true
Maurice Cheeks,cheekma01,1983,PHI,989,483,4.737854774,1.896670837,1.6,true
Andrew Toney,toneyan01,1983,PHI,731,357,-0.629552799,0.40145689,0.6,true
Bobby Jones,jonesbo01,1983,PHI,664,324,4.497686329,1.232556356,1.1,true
Clint Richardson,richacl01,1983,PHI,653,319,0.801462681,0.598273494,0.6,true
Marc Iavaroni,iavarma01,1983,PHI,580,283,0.586924662,0.499527683,0.7,true
Clemon Johnson,johnscl01,1983,PHI,414,202,-2.085732868,0.070831545,0.3,true
Franklin Edwards,edwarfr01,1983,PHI,207,101,0.764734452,0.186436466,0.3,true
Reggie Johnson,johnsre01,1983,PHI,66,32,-5.584271765,-0.048241116,0.0,true
Earl Cureton,curetea01,1983,PHI,51,25,-7.687624338,-0.066473413,0.0,true
Mark McNamara,mcnamma01,1983,PHI,4,2,35.72083073,0.040017427,0.1,true
Larry Bird,birdla01,1984,BOS,1985,961,8.484059353,5.653886759,4.7,true
Robert Parish,parisro01,1984,BOS,1795,869,1.252665012,1.82799393,1.9,true
Dennis Johnson,johnsde01,1984,BOS,1669,808,0.124922825,1.21925432,1.3,true
Cedric Maxwell,maxwece01,1984,BOS,1553,752,1.546256847,1.697761271,2.0,true
Kevin McHale,mchalke01,1984,BOS,1450,702,0.473210887,1.185048302,2.1,true
Gerald Henderson,hendege01,1984,BOS,1272,616,2.532539319,1.720859281,1.5,true
Quinn Buckner,bucknqu01,1984,BOS,553,268,-3.583761755,-0.11923456,0.1,true
Danny Ainge,aingeda01,1984,BOS,522,253,-1.016906416,0.232232549,0.3,true
Scott Wedman,wedmasc01,1984,BOS,467,226,-2.482716496,0.031611996,0.2,true
M.L. Carr,carrml01,1984,BOS,169,82,3.773593842,0.284674324,0.2,true
Greg Kite,kitegr01,1984,BOS,78,38,-8.335467306,-0.112687444,0.0,true
Carlos Clark,clarkca01,1984,BOS,41,20,-2.536591025,0.002257213,0.0,true
Magic Johnson,johnsma02,1984,LAL,1766,837,8.337680883,4.858650285,3.5,false
Kareem Abdul-Jabbar,abdulka01,1984,LAL,1618,767,5.818989218,3.438690694,3.3,false
Michael Cooper,coopemi01,1984,LAL,1525,723,3.340952662,2.315506962,1.9,false
James Worthy,worthja01,1984,LAL,1493,708,2.635953166,2.001652791,2.1,false
Bob McAdoo,mcadobo01,1984,LAL,943,447,-0.638708065,0.498633001,0.9,false
Kurt Rambis,rambiku01,1984,LAL,903,428,-0.298051844,0.553088135,1.2,false
Byron Scott,scottby01,1984,LAL,852,404,-2.332605076,0.089028566,0.2,false
Mike McGee,mcgeemi01,1984,LAL,780,370,0.286734431,0.595237445,0.8,false
Jamaal Wilkes,wilkeja01,1984,LAL,413,196,-5.176686276,-0.251050787,0.0,false
Swen Nater,natersw01,1984,LAL,308,146,-3.509820164,-0.058701414,0.4,false
Mitch Kupchak,kupchmi01,1984,LAL,146,69,-6.060731892,-0.120752438,0.0,false
Larry Spriggs,sprigla01,1984,LAL,95,45,-8.604266596,-0.140356428,0.0,false
Dennis Johnson,johnsde01,1985,BOS,1816,848,0.179567141,1.304395548,1.0,false
Kevin McHale,mchalke01,1985,BOS,1792,837,2.273096984,2.199396513,2.8,false
Larry Bird,birdla01,1985,BOS,1745,815,5.136770928,3.362341086,2.6,false
Robert Parish,parisro01,1985,BOS,1719,803,0.618446345,1.41726433,1.8,false
Danny Ainge,aingeda01,1985,BOS,1471,687,2.040623225,1.7324521,1.3,false
Scott Wedman,wedmasc01,1985,BOS,749,350,3.442702776,1.145160395,1.3,false
Ray Williams,willira01,1985,BOS,595,278,-2.415173229,0.049414739,0.1,false
Cedric Maxwell,maxwece01,1985,BOS,510,238,-0.365331305,0.299059909,0.6,false
Quinn Buckner,bucknqu01,1985,BOS,184,86,0.139633737,0.133865552,0.2,false
Greg Kite,kitegr01,1985,BOS,135,63,-5.315909659,-0.085819293,0.1,false
M.L. Carr,carrml01,1985,BOS,51,24,-10.08416108,-0.093401106,-0.1,false
Carlos Clark,clarkca01,1985,BOS,24,11,18.22120052,0.121038866,0.1,false
Magic Johnson,johnsma02,1985,LAL,1564,687,7.730272445,3.760392489,3.0,true
James Worthy,worthja01,1985,LAL,1425,626,4.452200093,2.364494121,2.6,true
Kareem Abdul-Jabbar,abdulka01,1985,LAL,1388,610,5.41420512,2.612299812,2.5,true
Byron Scott,scottby01,1985,LAL,1331,585,3.958550418,2.063666722,1.7,true
Michael Cooper,coopemi01,1985,LAL,1140,501,3.547918692,1.657619988,1.7,true
Bob McAdoo,mcadobo01,1985,LAL,906,398,-2.755727498,-0.001204711,0.5,true
Kurt Rambis,rambiku01,1985,LAL,853,375,1.572164537,0.853738225,1.2,true
Mike McGee,mcgeemi01,1985,LAL,592,260,1.39224707,0.565984942,0.8,true
Larry Spriggs,sprigla01,1985,LAL,523,230,-4.021044797,-0.154597891,0.3,true
Mitch Kupchak,kupchmi01,1985,LAL,448,197,-3.337623865,-0.061540398,0.4,true
Ronnie Lester,lestero01,1985,LAL,123,54,-6.342250641,-0.102011139,0.1,true
Chuck Nevitt,nevitch01,1985,LAL,84,37,1.891466458,0.092354615,0.1,true
Larry Bird,birdla01,1986,BOS,1597,770,9.948864211,5.122411909,4.2,true
Dennis Johnson,johnsde01,1986,BOS,1483,715,1.891280559,1.746254572,1.5,true
Kevin McHale,mchalke01,1986,BOS,1483,715,3.871571088,2.478334409,3.2,true
Danny Ainge,aingeda01,1986,BOS,1352,652,6.677187796,3.236339137,2.7,true
Robert Parish,parisro01,1986,BOS,1225,591,-0.62141089,0.659081365,1.0,true
Bill Walton,waltobi01,1986,BOS,603,291,1.728248084,0.687929385,1.1,true
Jerry Sichting,sichtje01,1986,BOS,568,274,-4.199492492,-0.207933087,0.3,true
Scott Wedman,wedmasc01,1986,BOS,294,142,-0.824118941,0.143935379,0.2,true
Greg Kite,kitegr01,1986,BOS,162,78,-1.29717596,0.060666599,0.2,true
Rick Carlisle,carliri01,1986,BOS,112,54,-0.960011891,0.051223231,0.1,true
David Thirdkill,thirdda01,1986,BOS,97,47,-8.401826281,-0.141444843,-0.1,true
Sam Vincent,vincesa01,1986,BOS,85,41,-8.813765542,-0.133273916,-0.1,true
Rodney McCray,mccraro01,1986,HOU,1742,835,2.110669039,2.119710723,2.1,false
Robert Reid,reidro01,1986,HOU,1613,773,0.953221584,1.508067844,1.3,false
Hakeem Olajuwon,olajuha01,1986,HOU,1598,766,8.934977564,4.705173844,3.7,false
Ralph Sampson,sampsra01,1986,HOU,1546,741,3.02909102,2.252075926,2.2,false
Lewis Lloyd,lloydle01,1986,HOU,1229,589,-0.409627607,0.72262543,1.0,false
Mitchell Wiggins,wiggimi01,1986,HOU,924,443,-0.831378356,0.446914218,0.8,false
Jim Petersen,peterji01,1986,HOU,789,378,-1.543954337,0.240294158,0.7,false
Allen Leavell,leaveal01,1986,HOU,355,170,-0.374771655,0.21169734,0.3,false
Steve Harris,harrist01,1986,HOU,173,83,-1.246512872,0.065212758,0.1,false
Craig Ehlo,ehlocr01,1986,HOU,79,38,5.283238025,0.161969899,0.1,false
Hank McDowell,mcdowha01,1986,HOU,69,33,-7.337251195,-0.080256807,0.0,false
Granville Waiters,waitegr01,1986,HOU,54,26,-0.044638214,0.03691262,0.1,false
Larry Bird,birdla01,1987,BOS,2079,1015,5.631205401,4.441124324,3.2,false
Dennis Johnson,johnsde01,1987,BOS,1975,964,2.481912273,2.639396334,2.0,false
Kevin McHale,mchalke01,1987,BOS,1694,827,1.146891349,1.687077149,2.1,false
Danny Ainge,aingeda01,1987,BOS,1561,762,1.219713295,1.590610334,1.0,false
Robert Parish,parisro01,1987,BOS,1503,734,1.67358479,1.704968074,2.1,false
Jerry Sichting,sichtje01,1987,BOS,692,338,-4.574914948,-0.325158425,0.0,false
Fred Roberts,roberfr01,1987,BOS,543,265,-3.385531612,-0.089465799,0.4,false
Darren Daye,dayeda01,1987,BOS,492,240,-0.562522974,0.27779765,0.5,false
Greg Kite,kitegr01,1987,BOS,352,172,-5.803865782,-0.28032705,0.1,false
Sam Vincent,vincesa01,1987,BOS,289,141,-3.854626777,-0.081883455,0.1,false
Bill Walton,waltobi01,1987,BOS,209,102,-4.16844123,-0.077393932,0.0,false
Conner Henry,henryco01,1987,BOS,72,35,-6.993357039,-0.079189339,0.0,false
James Worthy,worthja01,1987,LAL,1442,681,5.640520797,2.991892453,2.7,true
Magic Johnson,johnsma02,1987,LAL,1410,666,10.0330702,4.439352225,3.7,true
Byron Scott,scottby01,1987,LAL,1288,608,1.576025362,1.385017107,1.5,true
Kareem Abdul-Jabbar,abdulka01,1987,LAL,1184,559,2.482471315,1.53284852,2.0,true
Michael Cooper,coopemi01,1987,LAL,1105,522,4.874527412,2.092003575,1.8,true
A.C. Green,greenac01,1987,LAL,1069,505,1.0260474,0.998404389,1.9,true
Mychal Thompson,thompmy01,1987,LAL,849,401,-2.752306479,-0.000486743,0.7,true
Kurt Rambis,rambiku01,1987,LAL,455,215,0.450839564,0.365568452,0.8,true
Wes Matthews,matthwe01,1987,LAL,129,61,-13.61333787,-0.353412716,-0.2,true
Adrian Branch,brancad01,1987,LAL,89,42,-12.98865407,-0.232271649,-0.2,true
Mike Smrek,smrekmi01,1987,LAL,70,33,-6.694761335,-0.070718588,0.0,true
Billy Thompson,thompbi01,1987,LAL,57,27,13.38400692,0.228889451,0.2,true
Isiah Thomas,thomais01,1988,DET,1749,911,7.160312112,4.764372425,3.0,false
Adrian Dantley,dantlad01,1988,DET,1543,804,2.5108037,2.219511229,3.0,false
Joe Dumars,dumarjo01,1988,DET,1543,804,0.334084782,1.297223496,1.7,false
Bill Laimbeer,laimbbi01,1988,DET,1495,779,3.39931539,2.519029098,2.3,false
John Salley,sallejo01,1988,DET,1196,623,4.506624799,2.382700633,2.3,false
Vinnie Johnson,johnsvi01,1988,DET,916,477,0.665441822,0.858516559,0.8,false
Dennis Rodman,rodmade01,1988,DET,910,474,1.058129188,0.962442669,1.0,false
Rick Mahorn,mahorri01,1988,DET,785,409,-4.728357831,-0.428908007,0.3,false
James Edwards,edwarja01,1988,DET,591,308,0.691597259,0.562716043,1.0,false
Ralph Lewis,lewisra01,1988,DET,33,17,0.790595882,0.031595771,0.0,false
Walker Russell,russewa01,1988,DET,19,10,1.149141644,0.020705428,0.0,false
Chuck Nevitt,nevitch01,1988,DET,8,4,-4.870865267,-0.004481743,0.0,false
Magic Johnson,johnsma02,1988,LAL,1881,965,7.070155233,4.947214958,4.0,true
Byron Scott,scottby01,1988,LAL,1748,897,2.551531116,2.50121848,2.3,true
James Worthy,worthja01,1988,LAL,1746,896,4.371631705,3.343882568,2.8,true
A.C. Green,greenac01,1988,LAL,1415,726,-0.611591985,0.813522557,1.8,true
Kareem Abdul-Jabbar,abdulka01,1988,LAL,1400,718,-2.209827758,0.204094933,0.8,true
Mychal Thompson,thompmy01,1988,LAL,1199,615,-1.184171555,0.507312989,1.1,true
Michael Cooper,coopemi01,1988,LAL,1146,588,0.583650017,1.033873356,1.0,true
Kurt Rambis,rambiku01,1988,LAL,363,186,-1.319374176,0.140954167,0.5,true
Tony Campbell,campbto01,1988,LAL,183,94,-4.440676514,-0.08483543,0.0,true
Mike Smrek,smrekmi01,1988,LAL,66,34,-9.525895484,-0.121937011,-0.1,true
Wes Matthews,matthwe01,1988,LAL,53,27,-5.294760138,-0.036808867,0.0,true
Milt Wagner,wagnemi01,1988,LAL,27,14,3.654575156,0.047800258,0.1,true
Isiah Thomas,thomais01,1989,DET,1186,633,5.481345649,2.732180074,1.8,true
Joe Dumars,dumarjo01,1989,DET,1161,620,3.628270717,2.066159109,2.1,true
Bill Laimbeer,laimbbi01,1989,DET,931,497,3.407325306,1.613002437,1.6,true
Mark Aguirre,aguirma01,1989,DET,865,462,2.263890145,1.218335617,1.3,true
Dennis Rodman,rodmade01,1989,DET,766,409,2.892783164,1.215873085,1.3,true
John Salley,sallejo01,1989,DET,734,392,4.257533956,1.449334145,1.7,true
Vinnie Johnson,johnsvi01,1989,DET,697,372,1.940268802,0.915991801,1.1,true
Rick Mahorn,mahorri01,1989,DET,674,360,2.088913059,0.922262208,1.2,true
James Edwards,edwarja01,1989,DET,594,317,-2.075859153,0.113386133,0.7,true
John Long,longjo01,1989,DET,15,8,7.412993043,0.041926681,0.1,true
Micheal Williams,willimi02,1989,DET,11,6,31.9198421,0.109431847,0.1,true
Fennis Dembo,dembofe01,1989,DET,7,4,-13.96027536,-0.024483112,0.0,true
James Worthy,worthja01,1989,LAL,1206,600,5.277561292,2.516408555,2.2,false
Magic Johnson,johnsma02,1989,LAL,1041,518,8.653852303,3.091781926,2.2,false
A.C. Green,greenac01,1989,LAL,1009,502,-0.176406381,0.676873109,1.0,false
Michael Cooper,coopemi01,1989,LAL,832,414,2.557942288,1.15479053,1.0,false
Byron Scott,scottby01,1989,LAL,808,402,4.10301938,1.451199732,1.2,false
Mychal Thompson,thompmy01,1989,LAL,758,377,-0.118565763,0.522203922,1.0,false
Kareem Abdul-Jabbar,abdulka01,1989,LAL,706,351,-4.067004777,-0.243718664,0.3,false
Orlando Woolridge,woolror01,1989,LAL,555,276,-0.89800309,0.269063968,0.7,false
Tony Campbell,campbto01,1989,LAL,213,106,-0.735311252,0.114869011,0.3,false
David Rivers,riverda01,1989,LAL,66,33,-7.409817764,-0.082098248,0.0,false
Jeff Lamp,lampje01,1989,LAL,28,14,-4.47927609,-0.012877525,0.0,false
Mark McNamara,mcnamma01,1989,LAL,14,7,-6.455699249,-0.01354453,0.0,false
Isiah Thomas,thomais01,1990,DET,1473,758,7.525752767,4.099660675,3.1,true
Joe Dumars,dumarjo01,1990,DET,1465,754,2.269298913,1.980314387,2.1,true
Bill Laimbeer,laimbbi01,1990,DET,1296,667,6.396418788,3.215211408,2.6,true
Dennis Rodman,rodmade01,1990,DET,1088,560,0.898957325,1.073805133,1.4,true
John Salley,sallejo01,1990,DET,1063,547,3.132122549,1.690951903,2.1,true
James Edwards,edwarja01,1990,DET,1041,536,-1.077398116,0.474968453,1.1,true
Vinnie Johnson,johnsvi01,1990,DET,900,463,0.072007531,0.684512522,1.0,true
Mark Aguirre,aguirma01,1990,DET,853,439,1.278829423,0.933809945,1.2,true
Dave Greenwood,greenda01,1990,DET,91,47,-3.680085336,-0.023557727,0.0,true
William Bedford,bedfowi01,1990,DET,37,19,-8.430561031,-0.057360142,0.0,true
